id,text,label
6517,இப்படியே சும்மா பேசிட்டு இருந்தா ஒரு முடிவுக்கு வரமுடியாது. ரெண்டு குரூப்பும் சேர்ந்து அடிசிகிட்டு யாரு பெரியவங்கன்னு ப்ரூவ் பண்ணுங்க பாஸ். இன்னும் ஆயிரம் பெரியார் வந்தாலும் உங்களை எல்லாம் மாத்தவே முடியாது. ஜெய் ஸ்ரீராம்,1
4383,விழித்துக் கொண்ட புலிகளினம். நாம் தமிழர்.,1
597,5 வருடத்திற்குள் தமிழர்களை விரட்டி விடுவாங்கள் 😡😡😡😡😡,1
691,7:05 அடிச்சா திருப்பி அடிக்கலாம் அண்ணா 🥺 இந்த மாதிரி சொல்லாதிங்க நம்ம நினைச்சா அவங்கள விரட்டி அடிக்க முடியும்,1
3333,"ஒன்றாக இருந்து😅😅😅நம்ம கிட்ட பஞ்சாப் மக்கள் போல உழைப்பும் கட்டுப்பாடும் இல்ல
ஒற்றுமையும் இல்ல",0
1184,"Kannada is not different from Tamil,  you just need to start speaking the language.  If you speak in Tamil in Karnataka,  we feel you are disrespectful ,just like you felt after seeing the video. ",0
7124,துளுவ வேளாளர் என்பது தான் மருவி தொளுவ வேளாளர் என்று வந்ததோ என்று ஐயம்? தொளுவ நாயக்கர்கள் ராஜகம்பள நாயுடு போல் தெலுங்கு மொழி பேசுவதில்லை.,0
3060,Ground reality theriyathama paesathinga bro.  Paesama irunga,0
2048,Boss athu bavani plastic kumbakonam,0
5450,Freedom app eh. Bunda Advertisement Vera ya🤣😂😂,1
5182,Vaentiyaravelaikuvaikum.owersaserupalatikanum,0
6903," @relover9968  ponga boss istathukku pattam podravan la mudaliyar aga mudiyathu , ore mudaliyar senguntha mudaliyar",0
6438,"இந்த வேளாளர் குடியினர் ஏன் பள்ளர்களுக்கு வேளாளர் என்ற பெயரையை கொடுக்க எதிர்ப்பு தெரிவிக்கிறார்கள் என எண்ணும் சில அரசியல்வாதிகளும், மற்ற தமிழ் குடியினருக்கும் இந்த பதிவு:

மிக சிறிய எண்ணிக்கையிலான சின்ன மேளர் என்ற தெலுங்கு இன குடியினருக்கு இசை வேளாளர் கொடுத்தது திராவிடம் தலைதோங்கிருந்த போது சலனமின்றி நடந்தது... அது வேறு இனம்.. தமிழ் இனத்துடன் கலந்தது..அதை எதிர்க்க வேண்டிய பொறுப்பு அனைவருக்குமானது... ஆனால் அதை காரணமாக வைத்து ஏற்கனவே இருக்கும் ஒரு குடியின் பெயரை மற்றொருவருக்கு வழங்குவது தவறாகும்... தமிழ் இனத்திற்குள் பூசலை உருவாக்கும்... தமிழ் குடிகள் அனைவரும் ஒன்று பட்டு நிற்க வேண்டிய  இந்த நிலையில் இது தேவையற்றது... ஏற்கனவே இது போன்று பல கிளைகளை ஒன்றாக்கிய படையாட்சி குடியினர் வன்னிய குல சத்ரியர் என்று தான் கேட்டனர்... அவர்களும் விவசாயம் செய்கின்றனர்... இது போன்று சாணர் குடியினர் நாடார் என்று பெயர் பெற்றனர், அவர்களும் விவசாயம் மற்றும் வணிகம் செய்கின்றனர் அவர்கள் வேளாளர் என்ற பெயரையோ அல்லது செட்டியார் என்ற பெயரையோ கோரவில்லை.... மற்ற தமிழ் குடியினர் ஒன்றை புரிந்து கொள்ள வேண்டும்... வேளாளர் குடியினர் எதிர்ப்பது அவர்களின் பட்டியல் வெளியேற்றத்தை அல்ல.... வேளாளர் என்ற சொல்லாடலை மட்டுமே.....ஏன் தேவேந்திரர் என்று மட்டும் வைத்து கொள்ளலாமே???

பின் குறிப்பு:
மேலும் வேளாளர்களில் யாரும் மிக்க சாதி பற்று கொண்டவர்கள் இல்லை...இன பற்று கொண்டவர்களே அதிகம்... எடுத்துக்காட்டாக... வள்ளலார், பாரதிதாசன்,வ உ சி, மனோன்மணி,பழ.நெடுமாறன், வேலுப்பிள்ளை பிரபாகரன்.....
எனவே சாதி பற்று காரணமாக இதை எதிர்க்கின்றோம் என யாரும் எண்ண வேண்டாம்...குழப்பம் வேண்டாம் என்கிறோம்..... தயவுசெய்து புரிந்து கொள்ளவும்....",0
5373,முதலில் அவர்களை தமிழ்நாட்டை விட்டு வெளியேற்றுங்கள்,0
3701,"சமத்துவத்தை பின்பற்றும் நாட்டில் வேற்றுமை...!! அரசியல் வயிற்று பிழைப்பை நம்பி மக்கள் ஏமாற வேண்டாம்.. அனைவரும் ஒரு தாய் பிள்ளைகள் தான். நாமும் உழைக்கிறோம் அவர்களும் உழைக்கிறார்கள் இதில் என்ன தவறை கண்டுவிட்டர்கள்?? நம் மக்கள் யாருமே வெளிய மாநிலத்தில், நாட்டில் இல்லையா?? எல்லாம் அரசியல் வீணாக யாரையும் தவறாக சித்தரிக்க வேண்டாம் 💔😪",0
1599,இந்த அறிவு திராவிடத்துக்கு சொம்புதூக்கும் போது எங்க போச்சி ்அவர்கள் இந்தியாவுக்குள் தான் வேலை பார்கிறார்கள் இந்தியர் தமிழர்கள் பல லட்சம் பேர் வெளிநாடுகளில் ஓட்டுறிமைகளுடன் வாழ்கிறார்கள் ் இவர்கள் ஓட்டு போட்டு அந்த நாட்டின் தலைஎழுத்தை மாற்ற முடியாது ்அதபோல் தான் தமிழ்நாட்டிலும் மக்கள் மத்தியில் பீதியை கிளப்பாத ்்,0
767,"Apparom neenga dhaan vela illama veli stateku odanum, already unga anna sipcot venam airport venaamnu poraattam pannittu thiriyeeraam",0
3786,Tamilnadu is for Unity Peace & Prosperity,0
585,கரெக்ட் நாம் தான் இந்தி கத்துக்கனும்,0
2475,Vadankan therkan lam illa yella edathulayum yella character makkl irupanga chuma vadakan vadakan nu sollathinga,1
1661,உன்னோட அண்ணன் தாண்டா கொள்ளையடிச்சவன் மத்திய மந்திரி ராசா அப்புறம் அவன் எங்கடா போவான்,0
4247,என் உயிா் தம்பி சீமான் சின்னம் நமக்கு கிடைத்துவிட்டது இந்த தேற்தலில்,1
2660,The problem is we don't have some minimum line for the pay.. that is why we (Tamil people) try to fool North Indians by giving small wage..,0
4056,"இதை சொல்லீட்டே பெருமைபீத்தீட்டு போக வேண்டியதுதான்.  அவன் சரிங்க சரிங்கன்னு செல்லீட்டு சமயம் பாத்து நைட்டோட நைட்டா அவனுக ஆட்களை வரச்சொல்லி நம்ம ஆளுகளை  கண்டைணர் வண்டிலெ தூக்கிட்டு போய் முதிச்சு கொல்லுவான்,  இந்த நாய்களுக்கு நாம் தமிழர் கட்சிகாரர் எல்லாம் வேஸ்ட் விடுதலைசிறுத்தைகள் கட்சி காரர்கள் கிட்ட பேசியிருந்தான்ன ஹிந்திக்காரன் நாயை நார்நார்ரா கிழிச்சுதொங்கபோட்டு கோர்ட்டில் சரண்டர் ஆகியிருப்பார்கள்..",1
4244,Hindikaran tamil nattai putichiduvan.ntk illa inna ithu nadakkum(Ex-Army thirukiolur),1
7492,மொத்தத்தில் இவனுக ளுக்கு தமிழ்கடவுளர்கள் மீது பற்றுதல்கிடையாது   த. மிழர்ஒன்றுபட்டால் இவனுகஅடித்துதுரத்தவேண்டும் முதல்ல,1
3424,ஏம்மா இப்படி ஒலர்ர,0
4499,Tamil makkal yellarum intha channel ah mis leading nu report pannitu thumbs up pannunga... Naanga manushangala manushana paathu inimel agathigala maara ready illa...,0
2452,Stop this kind of video abt vadakana oru nalaki mattum 5000 people mela Chennai vandhu tamil aluga luku vela ila pichai yedukranuga,0
6641,நி தமிழனே கிடையாது. வடுக பள்ளன் னு செப்பேடு சொல்லுது. நி எப்படி டா வேளாளர் ஆக முடியும்,1
5989,ஒரே ஒரு நியூஸ் சேனல் இருக்கும் போது கரெக்டாக நியூஸ் உண்மையான நியூஸ் ஒரு சேனலுக்கு 10 நியூஸ் சேனல் வைத்துக்கொண்டு நீங்க பண்ற பாடு இருக்கே உங்க தொல்லை தாங்க முடியல டி வேசி ஊடகங்கள் அவன் பண்டிகைக்கு ஊருக்கு போறேன் உங்க அத விட்டுட்டு அவன் பின்னாடி ஊம்பிக்கிட்டு போறீங்க தமிழ்நாட்டுல இல்லை வேறு எந்த நாட்டிலாவது தமிழன் மீது தாக்குதல் அது சின்ன நியூஸ் போட்டு முடித்து விடுவீர்கள் ஆனா இந்த நியூஸை பெரிய நியூஸா வெக்கம் இல்லையா உங்களுக்கு,1
3290,பாம்பேல கர்நாடகால தமிழன்க்கு ஓட்டு இருக்கா?,0
2203, @vijaydhavamani1480  பிறமொழி பேசும் மக்களிடம் வரவு செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1
2890,Ithellam yosikara alaviku namaku enga knowledge kudukuranga intha tamil nadu Government 😂😂,1
7853,"Unga Sanskrit poi kuppaila podungada. Unga ohm um theva illa, adhibagavanum theva illa. Tamil only in tamilnadu.",1
4916, @Balabala-sn8iq  unga amma koothiya kilikanum da thevidaya mavanae🤣🤣,1
7528,இந்தபேட்டிக்கு   இருவருமே   வந்திருக்க.  கூடாது   மோடி   ஆதிணங்ளை   அ ழைத்து   அவர்  கையில் செங்கோல்   வாங்குகிரார் ஒரு   ஜீயரைகூட.  அழைக்கவில்லை   உங்களுக்கு  அதைபற்றி   கவலையில்லை   திருமன்   வைக்ககூச்சப்பட்டு  வைனவனே  தன்பெருமை  தெரியாமல்   நீரை  பூசிக்கொள்கிறான்   வைனவத்தை வளர்க்க. வேன்டிய. நீங்களே    இப்படியா?????????????????,0
4157,"சீமானின் பேச்சு சிரிக்க சிந்திக்கக்கூடியது....,கடின உழைப்பாளி....,தொண்டர்களின் சீருடை அருமை....நாம் தமிழராவோம்....பின் தனித் தனித்தமிழ் நாடு காண்போம்....ஒற்றுமை ஓங்குக...",0
7443,nalla neriyalar.... apa entha koil la sanda varum nu kekariye... nadula okatha koluthi podanum nu avasiyam ila 😀,1
4550,😡 very worst video go back modi and vadakans,0
5758,அனைத்து வடமாநில பயணிகள் அனைவருக்கும் இலவச பயண கட்டணம் வழங்கலாமே .......!!!,1
3252," @sri-6374  Yes we have some less unity in TN, well we knew about the Politicians, and the LAW. Don't worry There'll be a change Soon, Jalikattu maadhiri oru protest varum idhae maari situations  irundha, So don't lose hope 💯. Stand together always.",0
1788,இவன் முதல்ல ஒழுங்கா வருமான வரி கட்டுகிறானா என்பதைக் கவனிக்க வேண்டும்.,0
6544,விஜய் அஜித் சூர்யாவிற்க்கு     ஆஸ்கா் விருது    வாங்கித்தர நான் தயாா்   press    மீடியா      என்னை    பேட்டி எடுப்பாா்களா director am chandru 9150871338 producer தேவை படத்தின் பட்ஜெட்   2 கோடி    இந்த படத்திற்க்கு     4 ஆஸ்கா் விருது   8 தேசிய விருது வாங்கித்தருவேன்  சவால்     producer ருக்கு 10 கோடி லாபம் தருவேன்    இப்படத்தில் வரும் அனைத்து வருமானமும்  கண்பார்வை இல்லாதவர்களுக்கும் தற்க்கொலை செய்துக்கொண்ட விவசாய குடும்பங்களுக்கும்    போய்ச்சேரும்,0
5124, @shankarsubrahmaniyum8519  what about dharavi bro ?,1
1207, @samuraijosh1595  when did those state people started speaking Hindi 😂😂😂. They have their own language,0
5889,.தமிழ்நாடு.மைண்ட்.ஆப்பாடா.இப்போதாண்டா.முச்சே.விட.முடியூதூ.ஏனக்கு.😂😂😂💧❤️❤️,0
6028," @mohankumar-hi5rc  ஆமாம், அதுக்கு என்ன இப்போ ? அவன் சாமி வேற என் சாமி வேற நான் என் அவன் கிட்ட வரி வாங்கணும்~?",1
1433,Marvadikaluku irukkara ottrumai tamilarkalluku illai,0
5296,ஊடகங்கள் தான் மக்களை குழப்புகின்றனர்,0
952,He knows all those north indian friends before...he is from same neighborhood...and so he is so casual like that,0
4866,"தாரவி, அசாம், நம்ம ஆளுக 10லச்சம் பேர் வெளிய இருகாங்க own business well settle north indians kku work kudukranga",0
6611,நூறு வருஷமா தமிழன் தமிழன் எங்கள் நல்லா வச்சு செஞ்சாங்க இப்ப வர நாட்டுக்காரன் வந்து எங்களுக்கு சப்போர்ட் பண்ண உடனே உங்களுக்கு தெரியுதா,0
4547,This partiality IS VERY BAD 😡😡😡🔴🔴🔵🔵❗...  if u want... Job . Ready to STAND THEM LIK OWN LEG 👍🏽✔️✔️👍🏽👍🏽,1
6309,Yivalo naala Devandra kula Vellalar madhikave illa - Ippo adichukaranuge - Nambaadheergal makkale. (Untill Modi mentioned Devendra Narendra),1
5195,கூடிய சீக்கிரத்தில் வெட்டி வீசிசிட்டு வடக்கன் சூத்தடிப்பான் அனுபவிங்க சொல்ரவன்தான்டா சோம்பரிநாய் நான் இரவும் பகலும் வண்டி ஒடரண்டா தமிழன்டா,0
7055,"India, tibet, burma, country people muthuramalinga thevara thivama kumbiduranga, paralu'manrathula Aaya silai irkku. Aana neenga eethukka mateengannu solreenga, Aaya onkalukku eethavathu kodumai senchara? Pallana vida, throgiyavida mosama irkkeenga?",1
718,இப்படி அசிங்கம் படுத்தாத bro.. நீ ஹிந்தி பேசுறது கேவலமா இருக்கு.. தமிழ் தெரிஞ்சா மட்டும் அவன் கீட்ட qus  கேளு 😡😡😡😡,0
5495,முன்பெல்லாம் வெள்ளைக்காரர்கள் ஆட்சியேபரவாயில்லையென்றார்கள் இப்போது அப்படி சொல்வார்களா? சிந்தியுங்கள்!,0
3388,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0
6285,"த்ரௌவ்பதி சாமி இல்லை.
பாஞ்சாலி தான் சாமி",0
1504,"தமிழனைத் தமிழனே ஆளவேண்டும் என்ற கொள்கையால் அந்நிய இந்திய ராணுவத்தின் பாதுகாப்பில் வாழ்வதை தூமையும் மலமும் தின்பதாக சீமான் உணாகிறார்
தனி நாடு அமைய இந்தியாவை எதிர்த்து குண்டடிபட்டு சாகவும் தயார்",0
1636,இப்படி முன்னாடியே அறிவு இருந்தா தமிழ் நாட்டில் தமிழன் நல்லா இருந்திருப்பான். ஒழியுங்கள் வட்டிக்கு வாங்குவதை.,0
1480,இதேபோன்று அதிகாரிகள் தவறு செய்தாலோ போலீஸ் அதிகாரிகள் தவறு செய்தாலோ அது யாரா இருந்தாலும் சரி தவறு இருப்பின் நாம் தமிழர் ஒன்று சேர்ந்து குரல் கொடுத்தால் மக்கள் உங்கள் பின்னால் வருவது நிச்சயம்,0
6074,தாழ்த்தப்பட்டோர் சுவாசித்து விட்ட காற்றை அவனுங்கள சுவாசிக்க வேண்டாம் என்று சொல்லுங்க ..... இட ஒதுக்கீடு என்பதை சரியாக தெரிந்து கொள்ள சொல்லுங்க....... இன்னும் படிப்பறிவு இல்லாமல் இருக்கிறார்கள் ..... தான் உயர்ந்தவர்கள் என்று...... அய்யருக்கும் இட ஒதுக்கீடு மோடி அவர்கள் கொடுத்து உள்ளார் அது ஏன் என்று கேக்க சொல்லுங்க......,0
3215,நம்ம நார்மலா வேலை பாக்குறோம்...    அவனுக கஞ்சா போதைல வேலை பாக்குறானுக.    ஆக நாம சோம்பேறி. அது தான் உண்மை,0
6742,செங்குந்தர் முதலியார் வேறு அகமுடையார் வேறு.... 💐,0
1487,விலாசிய இல்லை. விளாசிய. இது கூட தெரியவில்லை. அதில்  தமிழன் என்ன. சேட்டன் என்ன,1
4502,Bro anga onnum illama than inga vanthu irukanga ..apram epti anga pona nambala nalla pathupanga 😜,1
2698,Seeman annan vandha thaan naadu Vilangum,1
1768,உள்ளூர் தெலுங்கன கூட சமாளிச்சரலாம்.ஆனா இந்த வட நாட்டு மார்வாடிய மட்டும் நம்பாதீங்க.ஒரு கடைய பிடிப்பானுக.அப்பறம் காச கொடுத்து ஊரையே வளைப்பானுக.நம்மகிட்டயே சவடால் பேசுவானுக.நாலு போடுங்க அப்ப தான் மத்த சேட்டானுக்கு யார்கிட்ட எப்படி பேசனும்னு தெரியும்...நம்ம ஊர்ல வந்து நம்மயே தப்பா பேசுவானுக.நன்றி கெட்டவனுங்க.....!,1
3454,Tn vitto odungata. Enga etatha nangale pathukarom   neetu yn pechu,1
2279,தமிழர்களிடம் மட்டுமே வரவு செலவு வைத்துக் கொள்ள வேண்டும்!,0
5113,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0
6367, @kihorekumar9053  mudhaiyar ah mudhaliyar ah bro,0
110,ஏன் தமிழ் மக்கள் இந்தி மொழியை வெறுக்கிறார்கள்? என்னிடம் சொல். I am from Bihar ❤️,0
5948,SHY MATTERS OF INDIA - ARIYAN   - DRAVIDAN INTEGRATION ( NORTH & SOUTH INDIA ) INTEGRATION - VERY BAD NATION INDIA  NEVER JOINT TOGETHER BECAUSE RULINGS OF STATE & NATION,1
2707,வடக்கனாவது தெக்கனாவது.. எங்களுக்கென்ன மயிரா போச்சு… நாங்க தல தளபதியோட அடுத்த படத்துக்கு பால் அபிஷேகம் எப்படி க்ரேண்டா பண்ணலாம்னு ப்ளேன் பண்ணிட்டிருக்கோம் 😂,1
43,மன் அடு என வந்தகன் ? அப்போ நாம யாரு தோடுகனா ?,0
5653,டேய் முதலாளி நாய்களே இருங்கட உன்னுடைய மனைவி மகள்களை கற்பழித்து கொலை செய்வனுக ஹிந்திகாரனுக அப்ப நீ டிவியில் போட்டி கெடுத்தால் தமிழன் யாரும் வரவே மாட்டர்கள் ஹிந்திகாரனை துறத்தினால் தமிழகம் நன்மை முதலாளிகளே பணத்தை நீ பார்கவேண்டும் ஏன்று நினைத்தல் உன் வீட்டில் பிணம் தான் பார்க்க முடியும் இவை அனைத்திற்குமே அரசியல்வாதிகள் தான் பெறுப்பு தமிழக மக்களை பற்றி ஹிந்திகாரனுக்கு தெரிந்து அவனுக ஊருக்கு போகிறர்கள் விட்டுவிடுங்கள் தயவுசெய்து தமிழ்நாடு நல்லயிருக்கும் நாட்டை பிடித்த சனியன் ஒழியட்டும் வாழ்க தமிழனின் தமிழ்நாடு,0
7809,ஆலயத்தில் சண்டையிட்ட ஒருத்தருக்கும் இறை நம்பிக்கை இல்லவே இல்லை என்பது உறுதி. இருப்பின் - பெருமான் நம்மை கண்காணிக்கின்றான் எனும் இறை அச்சம் இருக்கும். பெருமாள் நம்மை பார்க்க மாட்டார் என்ற நாத்திக சிந்தனையே இந்த சண்டைக்கு காரணம்.,0
1280,Adhihama thuppuvadhu panparak ravithan,0
6721,Aanda vamsam yar parthatu.ana  elarume penda vamsam saritane,1
3435,படையெடுக்கும் பான் பராக் ரவிகள்,1
4660,The problem is we don't have some minimum line for the pay.. that is why we (Tamil people) try to fool North Indians by giving small wage..,0
5336,Ponda Sammy engalaku valai kadikimm,0
7153,சிறந்த விஷ்ணு பக்தராக இருக்க ஒருவர் சிறந்த சிவபக்தராக இருக்க வேண்டும்.... ❤❤❤❤❤,0
5970,Idharukku yellam Seeman ponravargalin nara vaidhan karanam,1
4212,சென்னை ஐடி ஃபீல்டு ல டாப் பொசிஷன் இருக்கற எல்லாரும் North தான்...,1
6813, @venkatesanmunusamy8637  kallakuruchi vanniyar koottai 🇷🇴🇷🇴🗡️🗡️🇷🇴,0
907,Athuthan country ipadi iruku.corruption country 🤦🏿,1
2914,Nalla irukenu soluve.. yenda avanunga inga vandhu vela dhanada seiranunga.. yen unaku vela kadaiklana unoda iruka puthisali tamilar nala uzhaikura tamilara adichi thorathirviya..therama irundha polachipanga yara irundhalum..suma indha mattamana mananilaya vidunga da,1
6181,"பார்ப்பனியம் என்று கூறப்படுவது பைபிளிலும் உள்ளது. அர்ச்சகர்களுக்கு விதிக்கப்படும் கட்டுப்பாடுகளில் காணலாம். மனு நீதி சாயலில் தான் ஆபிரகாம் வழி வந்த மதங்களின் சட்டங்கள் உள்ளன.
இயேசுவே யூதர்களுக்கு/பிராமணர்களுக்கு மட்டுமே போதித்தார். பவுல் தான் பிறருக்கு போதிக்க ஆரம்பித்தார்.

வர்ணா உலகம் முழுவதும் இன்றும் உள்ளது. ஜனநாயக முறையில் தேர்ந்தெடுக்கப்பட்ட அரசாங்கம் எல்லாமே வர்ணா அடிப்படையில் உள்ளன.  வணிக நிறுவனங்கள், அரசியல் கட்சிகள் மற்றும் எந்தவொரு கட்டமைப்பும் வர்ணா அடிப்படையில் தான் இயங்குகின்றன. அன்னிய ஆராய்ச்சியாளர்களும் யூதர்களும் இது சமுதாயத்தில் இயற்கையாக உருவாகும் படிநிலைகள் என்று கூறுகிறார்கள்.
மனு நீதி, அர்த்தசாஸ்திரா, சுக்கிர நீதி, நாரத ஸ்மிரிதி போன்ற நூல்களில் இக்கால நிருவனங்களின் கட்டமைப்பை பிரதிபலிக்கிறது.
அங்கே இருப்பது ஆரம்பகால Human Resources Management மற்றும் Labour law.",0
2245,😭 கேரள மாநிலத்தில் கன்னியாகுமரி எங்களுக்கு வேண்டும் எங்களுக்கு சொந்தம் என்று கூறி கொண்டு திரியிரார்கள் ஆந்திராவில் இருந்து நாயுடுக்கள் இந்த நாட்டில் வந்துட்டு இந்த நாடு எங்களது எங்க மொழிக்கு முக்கிய துவம் தாருங்கள் என்று kadharuraanga ஆன நாங்க எங்களை தற்காத்து கொள்ள இன வாதம் பேசினால் தவறா ? தலித் உயர் ஜாதி nu pirinji kedakkuravana naam thamizhar nu ஒருமை செய்யுரோம் திராவிட கட்சி என்ன மார புடுங்குச்சு எங்க கிட்ட நாட்டயு கொடுக்க மாட்டீங்க ஆன நாங்க seperatism பேசுரோமா அனைவருக்கும் வாழும் உரிமை உண்டு ஆனால் ஆளுமை தமிழர்களுக்கு nu pesurom திராவிடம் பேசிய பிச்சை கார பெரியாருமே seperatism பேசினார் 1938 அன்று தமிழன் தான் தமிழ் மண்ண ஆளவேண்டும் என்று பேசிய பொது இனிக்குமா ? 1918 இல ஹிந்தி படிக்க பாடசாலை நடத்தியதே மெட்ராஸ் மாகாணத்தில் e.vae ramasamy நாயுடு வும் ஒருவர்,0
840,ஓட்டே ஒங்கள் கையில் உள்ள பெரியே ஆயுதம் அதையே உங்கள் புரச்சிக்கு பயண்படுத்த வேண்டும். புதியாதோர் மாற்றத்தை கொண்டுவாங்க  நாளை தமிழர் நிலம் பரிபோகாம  இருக்க தமிழ் தேசியத்தை கொண்டுவருவோம்...நாம் தமிழரென... 👍,0
5152,"Tamilnada la eppudi low caste people irukanga , angaiyam Athea mathiri thanda",1
6902,Please see all states / Govt / countries without hierarchy none of the administration happens,0
1684,இதை ஒரு 40 ஆண்டுகளுக்கு முன்பே செய்திருக்கவேண்டும்,0
